"source"	"target"	"type"	"subtype"
"32845"	"32848"	"8"	""
"32848"	"32849"	"2"	""
"27276"	"50813"	"6"	""
"26918"	"32847"	"1"	"4"
"27017"	"37561"	"1"	"4"
"26916"	"38285"	"5"	""
"26916"	"33931"	"5"	""
"26916"	"38410"	"5"	""
"38410"	"38387"	"5"	""
"26916"	"38287"	"1"	"4"
"38287"	"38390"	"5"	""
"26916"	"38407"	"1"	"4"
"26916"	"38388"	"1"	"4"
"26916"	"38389"	"1"	"4"
"26916"	"38286"	"1"	"4"
"26916"	"38290"	"1"	"4"
"38290"	"38289"	"5"	""
"38290"	"38288"	"5"	""
"44920"	"44112"	"1"	"4"
"44707"	"44708"	"1"	"4"
"26911"	"42412"	"5"	""
"50821"	"28445"	"5"	""
"46077"	"46078"	"1"	"4"
"26911"	"42413"	"5"	""
"28449"	"43771"	"1"	"4"
"35747"	"28661"	"2"	""
"26911"	"42414"	"1"	"2"
"42414"	"47326"	"5"	""
"42414"	"47327"	"5"	""
"26911"	"47332"	"1"	"4"
"42414"	"47325"	"5"	""
"45735"	"32151"	"2"	""
"28663"	"39446"	"1"	"4"
"50825"	"28664"	"2"	""
"42866"	"42933"	"1"	"4"
"48675"	"36167"	"1"	""
"32835"	"26908"	"5"	""
"27055"	"48455"	"1"	"4"
"28665"	"42619"	"1"	"4"
"32829"	"32830"	"5"	""
"37672"	"50826"	"1"	"4"
"50827"	"37677"	"1"	"4"
"32771"	"38743"	"5"	""
"50830"	"38496"	"5"	""
"50830"	"38505"	"5"	""
"50830"	"28666"	"1"	"4"
"46256"	"46257"	"1"	"4"
"38497"	"50831"	"5"	""
"38497"	"38705"	"5"	""
"47748"	"48419"	"1"	"4"
"38497"	"50832"	"1"	"4"
"43265"	"43386"	"1"	"4"
"50833"	"36120"	"1"	"4"
"26975"	"50835"	"7"	""
"26962"	"50834"	"1"	""
"33531"	"33535"	"1"	""
"27062"	"49917"	"2"	""
"27062"	"32184"	"1"	"4"
"32763"	"48250"	"8"	""
"32761"	"32762"	"2"	""
"28673"	"47408"	"1"	"4"
"47408"	"47409"	"1"	"4"
"30047"	"30048"	"1"	"4"
"30048"	"47232"	"5"	""
"30047"	"49517"	"1"	"4"
"47746"	"28677"	"1"	"4"
"28684"	"47909"	"5"	""
"28684"	"46987"	"5"	""
"28684"	"41576"	"1"	"4"
"27120"	"33775"	"1"	"4"
"28682"	"50320"	"2"	""
"26890"	"50837"	"1"	""
"50837"	"38507"	"2"	""
"26885"	"32681"	"1"	"4"
"27221"	"49665"	"1"	""
"50839"	"50840"	"5"	""
"50839"	"36415"	"1"	"4"
"32667"	"32668"	"5"	""
"26882"	"30110"	"8"	""
"28688"	"39384"	"1"	"4"
"36383"	"27943"	"2"	""
"29155"	"42752"	"5"	""
"27170"	"40156"	"1"	"4"
"48495"	"46100"	"1"	"4"
"37628"	"37635"	"5"	""
"50844"	"50843"	"1"	""
"29149"	"50844"	"5"	""
"37443"	"42812"	"1"	""
"35927"	"35928"	"5"	""
"28498"	"34007"	"5"	""
"28498"	"34008"	"1"	""
"28498"	"34009"	"1"	""
"28498"	"34010"	"1"	""
"45073"	"45074"	"1"	""
"50845"	"37053"	"5"	""
"50845"	"28693"	"1"	"4"
"32522"	"32525"	"2"	""
"26983"	"33026"	"2"	""
"33901"	"33906"	"1"	"4"
"33026"	"50851"	"4"	""
"26983"	"50853"	"1"	"4"
"29196"	"47612"	"1"	"4"
"50854"	"42346"	"1"	"4"
"30331"	"27875"	"1"	""
"46043"	"36217"	"1"	"4"
"27163"	"34200"	"5"	""
"34201"	"34204"	"5"	""
"33400"	"33401"	"2"	""
"34178"	"34182"	"1"	"4"
"33400"	"28695"	"2"	""
"27191"	"38820"	"2"	""
"28697"	"30053"	"1"	"4"
"28697"	"34677"	"9"	""
"34675"	"34676"	"1"	"4"
"50856"	"43643"	"1"	"4"
"28698"	"34177"	"5"	""
"28698"	"30054"	"1"	"4"
"30054"	"46407"	"1"	"4"
"28698"	"41041"	"1"	"4"
"28204"	"44177"	"5"	""
"28204"	"44182"	"2"	""
"28204"	"34064"	"1"	"4"
"28204"	"44178"	"1"	"4"
"36096"	"34760"	"5"	""
"36096"	"34761"	"1"	"4"
"28204"	"44179"	"2"	""
"28204"	"44180"	"1"	"4"
"44180"	"44181"	"5"	""
"50859"	"28703"	"5"	""
"28706"	"30057"	"5"	""
"28706"	"49185"	"5"	""
"30057"	"30055"	"1"	"4"
"37060"	"44047"	"1"	"4"
"37065"	"37067"	"2"	""
"28707"	"41456"	"5"	""
"28707"	"43234"	"1"	"4"
"28707"	"43214"	"2"	""
"28707"	"41977"	"2"	""
"41456"	"42132"	"5"	""
"28708"	"34168"	"1"	"4"
"26866"	"32555"	"1"	""
"32555"	"32583"	"1"	""
"35531"	"35530"	"1"	"4"
"50862"	"39681"	"1"	"4"
"50863"	"47886"	"1"	"4"
"28711"	"43076"	"5"	""
"43076"	"43077"	"5"	""
"28711"	"39692"	"1"	"4"
"44490"	"44489"	"1"	"4"
"40814"	"40815"	"1"	"4"
"50865"	"50864"	"1"	"4"
"37524"	"45264"	"5"	""
"37524"	"45265"	"2"	""
"47978"	"38675"	"1"	"4"
"29162"	"49279"	"1"	"4"
"50866"	"32520"	"1"	""
"26864"	"30120"	"2"	""
"27878"	"30671"	"5"	""
"28714"	"30395"	"5"	""
"50867"	"50868"	"5"	""
"29163"	"41708"	"5"	""
"29163"	"45395"	"1"	"4"
"28714"	"30393"	"1"	"4"
"30393"	"30396"	"5"	""
"28714"	"30418"	"1"	"4"
"26860"	"45543"	"1"	"4"
"37527"	"45798"	"5"	""
"28714"	"30394"	"1"	"4"
"32511"	"32509"	"1"	"4"
"28715"	"30344"	"1"	"4"
"50871"	"32508"	"3"	""
"29164"	"42089"	"1"	"4"
"42101"	"29165"	"1"	"4"
"35218"	"50873"	"2"	""
"37077"	"37078"	"2"	""
"50874"	"28719"	"2"	""
"37078"	"50874"	"5"	""
"42102"	"29166"	"1"	"4"
"42102"	"37550"	"5"	""
"42102"	"44627"	"1"	"4"
"29169"	"37007"	"5"	""
"34576"	"44865"	"1"	"4"
"29171"	"39434"	"1"	"4"
"29171"	"38940"	"1"	"4"
"38636"	"32439"	"2"	""
"29173"	"46108"	"5"	""
"46108"	"38506"	"2"	""
"32496"	"34370"	"2"	""
"29226"	"35022"	"2"	""
"31685"	"32803"	"1"	"4"
"32803"	"41773"	"5"	""
"28957"	"50878"	"1"	""
"45458"	"45539"	"1"	"4"
"45539"	"46957"	"5"	""
"45458"	"45349"	"6"	""
"45349"	"45392"	"1"	"4"
"45349"	"33831"	"5"	""
"33831"	"27133"	"5"	""
"45349"	"45391"	"1"	"4"
"50879"	"26859"	"2"	""
"26859"	"31291"	"1"	"4"
"26859"	"31269"	"1"	"4"
"28117"	"47676"	"1"	"4"
"28117"	"47097"	"1"	"4"
"28117"	"47672"	"1"	"4"
"28117"	"47792"	"1"	"4"
"28117"	"47848"	"1"	"4"
"28117"	"47856"	"1"	"4"
"47677"	"48025"	"5"	""
"29174"	"47531"	"1"	"4"
"31269"	"31272"	"1"	"4"
"50879"	"31270"	"1"	"4"
"31270"	"31273"	"5"	""
"47531"	"40292"	"5"	""
"47531"	"43767"	"1"	"4"
"29174"	"48337"	"1"	"4"
"50878"	"50881"	"5"	""
"28413"	"41142"	"5"	""
"28413"	"33704"	"1"	"4"
"33704"	"47246"	"5"	"4"
"28413"	"41184"	"2"	"4"
"28413"	"41184"	"2"	"8"
"46854"	"45859"	"1"	"4"
"55092"	"36126"	"1"	"4"
"55092"	"30332"	"1"	"4"
"30332"	"45104"	"5"	""
"46854"	"43315"	"1"	"4"
"28413"	"46854"	"1"	"4"
"29175"	"40614"	"1"	"4"
"34427"	"46383"	"2"	""
"27884"	"43894"	"1"	"4"
"47134"	"50882"	"1"	"4"
"38392"	"38393"	"1"	"4"
"37676"	"38394"	"5"	""
"37676"	"38396"	"1"	"4"
"34450"	"34452"	"2"	""
"29177"	"42302"	"5"	""
"37329"	"50885"	"2"	""
"29058"	"40016"	"5"	""
"40016"	"38718"	"1"	"4"
"51012"	"39435"	"1"	"4"
"29058"	"39046"	"5"	""
"26998"	"39600"	"1"	"4"
"45455"	"46959"	"1"	"4"
"46959"	"48563"	"5"	""
"45455"	"29153"	"1"	"4"
"45455"	"50319"	"1"	"4"
"50319"	"50888"	"1"	"4"
"28952"	"49187"	"1"	"4"
"50319"	"50889"	"1"	"4"
"49642"	"50890"	"1"	""
"26699"	"30352"	"1"	"4"
"26699"	"30193"	"1"	"4"
"26699"	"30353"	"1"	"4"
"26699"	"38890"	"1"	"4"
"34573"	"34587"	"5"	""
"50892"	"32126"	"1"	"4"
"50892"	"34594"	"1"	"4"
"34594"	"34579"	"5"	""
"38040"	"34596"	"1"	"4"
"34596"	"34583"	"5"	""
"35131"	"35133"	"1"	"4"
"35131"	"40687"	"1"	"4"
"34614"	"44751"	"1"	"4"
"28438"	"40504"	"1"	"4"
"28438"	"40507"	"1"	""
"40507"	"40505"	"2"	""
"50895"	"39695"	"5"	""
"34646"	"45858"	"1"	"4"
"34645"	"50896"	"1"	"4"
"50895"	"28022"	"2"	""
"49029"	"53319"	"5"	""
"34808"	"34752"	"5"	""
"34771"	"34792"	"1"	"4"
"28795"	"39168"	"1"	"4"
"34764"	"34763"	"1"	"4"
"34793"	"34794"	"5"	""
"34793"	"34795"	"1"	"4"
"50897"	"34758"	"1"	"7"
"28522"	"34769"	"1"	"4"
"27313"	"34851"	"1"	"4"
"34875"	"34878"	"2"	""
"34877"	"34876"	"1"	"4"
"34877"	"34876"	"1"	"7"
"40773"	"50898"	"5"	""
"38553"	"38554"	"5"	""
"47054"	"47055"	"1"	"4"
"34968"	"34971"	"5"	""
"34970"	"34972"	"5"	""
"28727"	"48804"	"2"	""
"28727"	"48805"	"5"	""
"28727"	"50131"	"1"	"4"
"50903"	"29191"	"1"	"4"
"44875"	"44881"	"5"	""
"44875"	"44976"	"5"	""
"44875"	"44887"	"5"	""
"44875"	"44882"	"1"	"4"
"44882"	"44978"	"5"	""
"44875"	"44956"	"1"	"4"
"44956"	"44957"	"5"	""
"44875"	"44886"	"1"	"4"
"44875"	"44979"	"1"	"4"
"44979"	"45201"	"5"	""
"33113"	"29048"	"5"	""
"30082"	"28840"	"5"	""
"51043"	"35074"	"5"	""
"29924"	"27544"	"2"	""
"35077"	"35076"	"1"	"4"
"35084"	"35078"	"2"	""
"34335"	"27113"	"1"	"4"
"34335"	"29994"	"1"	"4"
"34335"	"29995"	"1"	""
"34335"	"33742"	"9"	""
"35058"	"35059"	"1"	"4"
"35236"	"35239"	"2"	""
"35237"	"35238"	"2"	""
"32406"	"50904"	"1"	"4"
"50905"	"35252"	"1"	"4"
"35258"	"35257"	"1"	"4"
"42674"	"42630"	"1"	"4"
"28903"	"31301"	"2"	""
"28903"	"31303"	"1"	"4"
"28903"	"31302"	"1"	"4"
"26642"	"38434"	"5"	""
"26642"	"38431"	"1"	"4"
"28600"	"37664"	"2"	""
"37664"	"37689"	"5"	""
"28600"	"37681"	"1"	"4"
"37681"	"37690"	"5"	""
"33709"	"33710"	"1"	"4"
"33709"	"33711"	"1"	"4"
"32923"	"40302"	"5"	""
"40926"	"31451"	"1"	"4"
"28886"	"48445"	"5"	""
"28886"	"39494"	"1"	"4"
"28886"	"42443"	"1"	"4"
"28069"	"39860"	"1"	"4"
"28069"	"42059"	"1"	"4"
"39860"	"39868"	"5"	"4"
"28069"	"34017"	"1"	""
"27070"	"45184"	"1"	"4"
"50907"	"27421"	"1"	"4"
"35299"	"35297"	"1"	"4"
"50891"	"27874"	"1"	"4"
"50891"	"50569"	"1"	"4"
"30876"	"30875"	"2"	""
"35124"	"35125"	"1"	"4"
"35124"	"35123"	"1"	"4"
"29029"	"43726"	"1"	"4"
"43726"	"43072"	"5"	""
"35421"	"35426"	"1"	"4"
"35421"	"35427"	"1"	"4"
"35455"	"35457"	"2"	""
"50914"	"42102"	"1"	"4"
"43119"	"30240"	"5"	""
"43119"	"42116"	"1"	"4"
"42116"	"28442"	"5"	""
"43119"	"48906"	"1"	"4"
"38531"	"46378"	"5"	""
"38531"	"46371"	"1"	"4"
"38531"	"46382"	"2"	""
"38531"	"46372"	"1"	"4"
"38531"	"46373"	"1"	"4"
"38531"	"46374"	"1"	"4"
"46374"	"46376"	"5"	""
"38531"	"46377"	"1"	"4"
"38532"	"46393"	"5"	""
"38532"	"46399"	"1"	"4"
"38532"	"46402"	"1"	"4"
"38532"	"46404"	"1"	"4"
"46404"	"46415"	"5"	"4"
"38532"	"46420"	"1"	"4"
"38532"	"46410"	"1"	"4"
"38532"	"46408"	"1"	"4"
"38530"	"46333"	"5"	""
"38530"	"46336"	"1"	"4"
"38530"	"46337"	"1"	"4"
"38530"	"46339"	"1"	"4"
"38530"	"46369"	"2"	""
"46369"	"46338"	"5"	""
"38530"	"46356"	"1"	"4"
"46356"	"46340"	"5"	""
"38536"	"46516"	"5"	""
"38536"	"46517"	"1"	"4"
"38536"	"46521"	"1"	"4"
"38536"	"46522"	"2"	""
"38536"	"46523"	"1"	"4"
"38536"	"46525"	"1"	"4"
"46525"	"46529"	"5"	""
"38536"	"46533"	"5"	""
"38533"	"46441"	"1"	"4"
"38533"	"46449"	"1"	"4"
"38533"	"46451"	"1"	"4"
"38533"	"46452"	"1"	"4"
"46452"	"46454"	"5"	""
"46454"	"46457"	"5"	""
"38529"	"46301"	"1"	"4"
"38529"	"46312"	"1"	"4"
"46312"	"46296"	"5"	""
"46312"	"46295"	"5"	""
"42736"	"42737"	"6"	""
"27900"	"35948"	"1"	"4"
"29276"	"34395"	"1"	"4"
"28578"	"37488"	"1"	"4"
"29061"	"50919"	"5"	""
"29034"	"38413"	"5"	""
"29031"	"38261"	"1"	""
"27025"	"38262"	"1"	"4"
"47105"	"47106"	"1"	"4"
"47105"	"47113"	"1"	"4"
"47105"	"47111"	"1"	"4"
"29167"	"30886"	"5"	""
"30885"	"30888"	"5"	""
"30885"	"30887"	"5"	""
"29030"	"50922"	"1"	"4"
"30814"	"30815"	"5"	""
"30816"	"30817"	"5"	""
"50924"	"35955"	"1"	"4"
"50924"	"27902"	"1"	"4"
"46702"	"46703"	"1"	"4"
"28878"	"33165"	"5"	""
"33031"	"50925"	"5"	""
"50925"	"50850"	"1"	"4"
"40725"	"27923"	"1"	"4"
"40725"	"36056"	"5"	""
"39072"	"39071"	"5"	""
"39072"	"37626"	"1"	"4"
"37626"	"50928"	"5"	""
"37925"	"37929"	"1"	"4"
"50929"	"50930"	"1"	"4"
"37936"	"37937"	"1"	"4"
"37962"	"37963"	"1"	"4"
"43940"	"43941"	"1"	"4"
"43942"	"43939"	"7"	""
"43942"	"28762"	"1"	"4"
"37973"	"37974"	"1"	"1"
"37983"	"46496"	"1"	"4"
"28883"	"44169"	"1"	"4"
"28883"	"45273"	"1"	"4"
"28883"	"32624"	"1"	"4"
"28883"	"38555"	"1"	"4"
"28530"	"39243"	"5"	""
"28530"	"39014"	"1"	"4"
"29181"	"47613"	"1"	"4"
"35842"	"35843"	"5"	""
"30923"	"30924"	"1"	"4"
"26805"	"50937"	"5"	""
"38044"	"38046"	"1"	"4"
"38044"	"38048"	"1"	"4"
"38030"	"50938"	"1"	""
"27049"	"45375"	"1"	"4"
"50941"	"35968"	"2"	""
"43495"	"43496"	"1"	"4"
"29183"	"47878"	"1"	"4"
"47878"	"47877"	"5"	""
"42149"	"42150"	"5"	""
"28423"	"30872"	"5"	""
"28423"	"30873"	"1"	""
"28423"	"48400"	"2"	""
"29332"	"50945"	"1"	"4"
"38204"	"38189"	"5"	""
"38201"	"38203"	"5"	""
"38182"	"38185"	"5"	""
"49332"	"41428"	"2"	""
"49332"	"41358"	"5"	""
"38209"	"41253"	"1"	"4"
"26707"	"30358"	"5"	""
"38148"	"27932"	"1"	"4"
"29186"	"45124"	"1"	"4"
"37168"	"39851"	"1"	"4"
"42813"	"50949"	"1"	"4"
"50948"	"37935"	"2"	""
"50950"	"35965"	"5"	""
"34801"	"29188"	"5"	""
"50926"	"27905"	"1"	"4"
"35977"	"44495"	"1"	"4"
"45078"	"45077"	"1"	"4"
"35978"	"44602"	"1"	""
"37873"	"29192"	"5"	""
"50955"	"26779"	"5"	""
"28495"	"48314"	"5"	""
"50957"	"37610"	"1"	"4"
"50957"	"37609"	"1"	"4"
"37610"	"37611"	"5"	""
"37610"	"37612"	"1"	"4"
"50958"	"47435"	"1"	"4"
"27915"	"36044"	"1"	"4"
"28725"	"30063"	"6"	""
"28725"	"30064"	"1"	"4"
"36562"	"45526"	"1"	"4"
"26545"	"34108"	"5"	""
"31895"	"34107"	"5"	""
"27141"	"36082"	"1"	"4"
"28496"	"38372"	"2"	""
"38372"	"38373"	"5"	""
"38372"	"38378"	"1"	"4"
"26748"	"38291"	"5"	""
"26748"	"38292"	"2"	""
"26748"	"38294"	"1"	"4"
"38294"	"38519"	"5"	""
"26748"	"38348"	"1"	"4"
"26748"	"38293"	"1"	"4"
"27993"	"38641"	"2"	""
"26913"	"48176"	"5"	""
"26831"	"30289"	"5"	""
"26831"	"30288"	"1"	"4"
"50961"	"48865"	"5"	""
"37628"	"37636"	"2"	""
"30072"	"28783"	"1"	"4"
"26640"	"41841"	"5"	""
"27908"	"35988"	"4"	""
"37081"	"47378"	"5"	""
"32416"	"26854"	"3"	""
"26854"	"39912"	"2"	"4"
"39912"	"39913"	"4"	""
"26854"	"40294"	"1"	""
"37896"	"44496"	"1"	"4"
"37896"	"39658"	"1"	"4"
"32417"	"32409"	"8"	""
"32399"	"39450"	"5"	""
"44185"	"44187"	"5"	""
"44185"	"44189"	"5"	""
"44185"	"29198"	"2"	""
"44187"	"44186"	"2"	""
"50965"	"35987"	"1"	"4"
"45258"	"26686"	"5"	""
"45258"	"45257"	"1"	"4"
"45258"	"30342"	"1"	"4"
"28282"	"34816"	"5"	""
"28282"	"34817"	"5"	""
"28282"	"38643"	"1"	"4"
"28282"	"38622"	"1"	""
"38622"	"42957"	"1"	"4"
"38622"	"42958"	"1"	"4"
"42957"	"43260"	"1"	"4"
"38546"	"43029"	"5"	""
"27913"	"36026"	"1"	"4"
"38546"	"38547"	"1"	"4"
"36034"	"36025"	"1"	"4"
"50966"	"29200"	"1"	"4"
"42081"	"33323"	"5"	""
"33324"	"42084"	"5"	""
"36024"	"36028"	"1"	"4"
"36027"	"36033"	"1"	"4"
"36027"	"50245"	"1"	"4"
"31023"	"31024"	"2"	""
"30211"	"26718"	"1"	""
"26718"	"30210"	"5"	""
"31024"	"31025"	"1"	"4"
"31023"	"31026"	"1"	"4"
"31026"	"31027"	"5"	""
"41465"	"48392"	"5"	""
"26696"	"41465"	"5"	""
"34122"	"28553"	"1"	"4"
"28553"	"49878"	"5"	""
"29203"	"42621"	"1"	"4"
"50970"	"27912"	"5"	""
"34122"	"43764"	"1"	"4"
"35882"	"50971"	"1"	"4"
"42483"	"29204"	"5"	""
"50973"	"27914"	"1"	"4"
"26420"	"36042"	"2"	"4"
"28717"	"30491"	"1"	"4"
"30491"	"30492"	"5"	""
"30492"	"30493"	"2"	""
"28687"	"53272"	"1"	"4"
"50976"	"50977"	"2"	""
"50978"	"50979"	"1"	""
"27776"	"50980"	"1"	"4"
"28729"	"30066"	"2"	""
"50981"	"50982"	"5"	""
"30066"	"50983"	"5"	""
"30066"	"50984"	"5"	""
"45385"	"45386"	"5"	""
"45385"	"38012"	"1"	"4"
"29206"	"34806"	"1"	"4"
"26783"	"30262"	"5"	""
"26783"	"30263"	"5"	""
"26783"	"30264"	"1"	"4"
"29207"	"48711"	"5"	""
"29207"	"44968"	"1"	"4"
"29207"	"44868"	"1"	"4"
"29207"	"48022"	"1"	"4"
"38714"	"38715"	"1"	"4"
"27711"	"35817"	"1"	"4"
"30667"	"30668"	"5"	""
"34720"	"37401"	"1"	"4"
"27968"	"39259"	"2"	""
"28605"	"30981"	"1"	"4"
"27931"	"36277"	"1"	"4"
"50988"	"50989"	"8"	""
"50988"	"50990"	"8"	""
"43696"	"50991"	"1"	"4"
"39375"	"39376"	"1"	"4"
"48021"	"39685"	"5"	""
"38996"	"38997"	"5"	""
"30950"	"30951"	"5"	""
"30959"	"30960"	"1"	"4"
"29212"	"41178"	"1"	"4"
"50992"	"29214"	"5"	""
"50992"	"37266"	"1"	"4"
"33713"	"33717"	"2"	""
"29217"	"44948"	"1"	"4"
"37370"	"37368"	"5"	""
"50996"	"29218"	"1"	"4"
"50997"	"38085"	"1"	"4"
"36771"	"43561"	"2"	""
"36786"	"50998"	"2"	""
"44641"	"44642"	"1"	"4"
"50999"	"26937"	"5"	""
"29221"	"33078"	"5"	""
"26919"	"32854"	"5"	""
"26919"	"51000"	"1"	"4"
"29225"	"45374"	"1"	"4"
"45127"	"45636"	"1"	"4"
"51004"	"42780"	"1"	"4"
"51004"	"42781"	"1"	"4"
"27918"	"33982"	"1"	"4"
"49364"	"48162"	"2"	""
"48162"	"38028"	"1"	"4"
"45908"	"45909"	"5"	""
"45908"	"45910"	"2"	""
"51007"	"51008"	"4"	""
"51007"	"51009"	"2"	""
"29561"	"51006"	"5"	""
"27967"	"34824"	"5"	""
"27967"	"39364"	"1"	"4"
"51012"	"51013"	"5"	""
"51012"	"29058"	"1"	"4"
"33982"	"43494"	"5"	""
"27166"	"44265"	"5"	""
"27166"	"44266"	"5"	""
"27166"	"33944"	"1"	"4"
"27166"	"44272"	"1"	"4"
"44272"	"33943"	"5"	""
"27918"	"33983"	"1"	"4"
"50224"	"46969"	"5"	""
"46969"	"46970"	"5"	""
"46969"	"29195"	"5"	""
"46969"	"46968"	"1"	"4"
"37894"	"46948"	"5"	""
"37894"	"46949"	"1"	"4"
"28430"	"30333"	"5"	""
"28430"	"46006"	"7"	""
"51020"	"51021"	"5"	""
"51020"	"36203"	"1"	"4"
"39631"	"39634"	"5"	""
"45994"	"45995"	"7"	""
"29230"	"48677"	"5"	""
"29230"	"45057"	"1"	"4"
"29230"	"40293"	"1"	"4"
"29230"	"48654"	"1"	"4"
"33600"	"41868"	"1"	"4"
"35959"	"35960"	"5"	""
"46682"	"29231"	"5"	""
"51023"	"46682"	"5"	""
"29233"	"49365"	"1"	"4"
"29234"	"45688"	"1"	"4"
"29235"	"30970"	"5"	""
"29235"	"30975"	"5"	""
"29235"	"30971"	"1"	"4"
"30971"	"30976"	"2"	""
"29237"	"42746"	"1"	"4"
"45250"	"38565"	"5"	""
"51025"	"45250"	"5"	""
"51025"	"41710"	"1"	"4"
"29237"	"49190"	"5"	""
"51028"	"51027"	"1"	"4"
"29184"	"51030"	"1"	"4"
"28965"	"38841"	"5"	""
"28965"	"49152"	"5"	""
"28965"	"38843"	"2"	""
"28965"	"51031"	"1"	"4"
"26711"	"51032"	"1"	"4"
"27092"	"51034"	"1"	""
"51033"	"31737"	"8"	""
"51036"	"29228"	"5"	""
"30718"	"30719"	"2"	""
"38958"	"49472"	"1"	"4"
"51037"	"51038"	"1"	"4"
"38157"	"38757"	"1"	"4"
"51041"	"48306"	"1"	"4"
"38202"	"50181"	"5"	""
"38202"	"48299"	"1"	"4"
"29244"	"46913"	"1"	"4"
"46913"	"46907"	"5"	""
"29864"	"51044"	"5"	""
"29248"	"51045"	"1"	"4"
"28500"	"47343"	"1"	"4"
"37846"	"51047"	"2"	""
"51046"	"39880"	"1"	"4"
"28464"	"31143"	"1"	"2"
"31143"	"31144"	"5"	""
"28464"	"31145"	"1"	"4"
"42790"	"51048"	"2"	""
"30061"	"28723"	"3"	""
"30061"	"30062"	"1"	"4"
"28933"	"51050"	"5"	""
"28724"	"48513"	"5"	""
"27202"	"44451"	"5"	""
"28726"	"30065"	"1"	"4"
"28730"	"30067"	"2"	""
"28733"	"43980"	"1"	"4"
"43980"	"43983"	"7"	""
"29774"	"51054"	"2"	"4"
"28402"	"46270"	"5"	""
"38108"	"28402"	"2"	""
"38108"	"46273"	"5"	""
"28487"	"40490"	"5"	""
"38564"	"40169"	"1"	"4"
"38564"	"41334"	"1"	"4"
"32293"	"51056"	"1"	"4"
"28743"	"38454"	"1"	"4"
"28743"	"46245"	"2"	""
"27898"	"35121"	"5"	""
"36878"	"44503"	"5"	""
"30069"	"28753"	"1"	"4"
"28845"	"46381"	"2"	""
"46381"	"46897"	"1"	""
"28756"	"47276"	"1"	"4"
"47276"	"39457"	"5"	""
"29220"	"51057"	"1"	"4"
"47276"	"30070"	"3"	""
"45681"	"28758"	"2"	""
"45734"	"34853"	"2"	""
"40795"	"40799"	"2"	""
"40799"	"40798"	"5"	""
"40798"	"28763"	"1"	""
"40799"	"40797"	"1"	"4"
"37885"	"40919"	"5"	""
"28766"	"41186"	"1"	"4"
"51059"	"28766"	"2"	""
"29264"	"40731"	"5"	""
"29264"	"40732"	"5"	""
"29264"	"40733"	"1"	"4"
"40733"	"40734"	"5"	""
"40733"	"40735"	"5"	""
"40733"	"40736"	"5"	""
"29264"	"40737"	"1"	"4"
"39921"	"40877"	"5"	""
"51060"	"28769"	"2"	""
"51061"	"36601"	"2"	""
"29266"	"35487"	"2"	""
"51063"	"36596"	"2"	""
"36661"	"43627"	"2"	""
"36661"	"43615"	"1"	"4"
"36661"	"43628"	"1"	"4"
"29270"	"34224"	"2"	""
"54769"	"54683"	"1"	"4"
"28611"	"54694"	"2"	""
"47134"	"51068"	"1"	"4"
"51069"	"29258"	"1"	"4"
"50938"	"38030"	"1"	"4"
"27941"	"47182"	"5"	""
"28426"	"34570"	"2"	""
"49450"	"28497"	"5"	""
"28517"	"44671"	"1"	"4"
"51071"	"29260"	"5"	""
"28316"	"37638"	"5"	""
"36591"	"36593"	"5"	""
"28774"	"30071"	"5"	""
"28775"	"38341"	"2"	""
"32258"	"34920"	"1"	"4"
"49971"	"26301"	"1"	"4"
"42240"	"51073"	"5"	""
"46847"	"46925"	"5"	""
"46925"	"39804"	"5"	""
"46847"	"46849"	"2"	""
"46849"	"46857"	"5"	""
"51074"	"28504"	"1"	"4"
"51074"	"44589"	"1"	"4"
"36136"	"27950"	"5"	""
"46847"	"46953"	"1"	"4"
"46847"	"44877"	"1"	"4"
"51075"	"29274"	"1"	""
"27211"	"51076"	"1"	""
"51077"	"51078"	"5"	""
"46847"	"46927"	"1"	"4"
"32923"	"51079"	"1"	"4"
"46927"	"46932"	"5"	""
"38947"	"38962"	"1"	"4"
"44473"	"38617"	"5"	""
"37908"	"38947"	"5"	""
"46849"	"46357"	"5"	""
"46357"	"46846"	"5"	""
"46846"	"46929"	"5"	""
"46849"	"47084"	"5"	""
"47084"	"47086"	"5"	""
"51080"	"37908"	"1"	"4"
"46847"	"28776"	"1"	"4"
"28514"	"48835"	"2"	""
"28776"	"46946"	"5"	""
"46847"	"46881"	"1"	"4"
"46847"	"46861"	"1"	""
"46847"	"44876"	"1"	"4"
"44876"	"46845"	"5"	""
"51081"	"28779"	"2"	""
"35015"	"48413"	"1"	"4"
"30977"	"30979"	"5"	""
"30977"	"30980"	"1"	"4"
"51082"	"28780"	"5"	""
"38753"	"38758"	"1"	"4"
"38758"	"38759"	"5"	""
"38753"	"39748"	"1"	"4"
"28782"	"43759"	"1"	"4"
"51084"	"30072"	"1"	"2"
"28785"	"34723"	"5"	""
"29279"	"45108"	"1"	"4"
"29279"	"45632"	"1"	"4"
"28787"	"31133"	"1"	"4"
"31133"	"31146"	"5"	""
"31133"	"31138"	"1"	"4"
"31133"	"31142"	"1"	"4"
"51088"	"49669"	"1"	"4"
"29287"	"45840"	"3"	""
"29287"	"45845"	"8"	""
"45845"	"45847"	"3"	""
"45845"	"45846"	"8"	""
"29287"	"45843"	"8"	""
"45843"	"45841"	"3"	""
"34298"	"45919"	"5"	""
"45919"	"45922"	"1"	"4"
"34293"	"45925"	"5"	""
