"id"	"example"	"occurrence"	"position"	"%"
"29814"	"2601"	"219,227;"	"0"	"100"
"29815"	"18822"	"91,97;"	"0"	"100"
"29816"	"920"	"180,184;"	"0"	"100"
"29816"	"952"	"38,42;"	"1"	"100"
"29816"	"966"	"74,78;"	"2"	"100"
"29816"	"976"	"133,138;"	"3"	"100"
"29816"	"979"	"20,25;"	"4"	"100"
"29816"	"989"	"158,162;"	"5"	"100"
"29816"	"999"	"30,34;"	"6"	"100"
"29816"	"1007"	"146,150;"	"7"	"100"
"29816"	"1015"	"144,149;"	"8"	"100"
"29817"	"18762"	"127,135;"	"0"	"100"
"29818"	"435"	"154,162;"	"0"	"100"
"29818"	"498"	"33,41;"	"1"	"100"
"29818"	"437"	"49,57;"	"2"	"100"
"29818"	"444"	"81,89;"	"3"	"100"
"29818"	"545"	"91,99;"	"4"	"100"
"29818"	"532"	"89,97;"	"5"	"100"
"29818"	"476"	"94,102;"	"6"	"100"
"29818"	"468"	"188,196;"	"7"	"100"
"29818"	"472"	"41,49;"	"8"	"100"
"29819"	"3073"	"30,40;"	"0"	"100"
"29819"	"6437"	"182,192;"	"1"	"100"
"29819"	"13652"	"166,176;"	"2"	"100"
"29819"	"13653"	"79,89;"	"3"	"100"
"29819"	"13655"	"37,48;"	"4"	"100"
"29819"	"13656"	"20,31;119,130;"	"5"	"100"
"29819"	"2263"	"44,54;"	"6"	"100"
"29819"	"13654"	"132,142;"	"7"	"100"
"29819"	"13663"	"154,164;"	"8"	"100"
"29820"	"1677"	"47,50;"	"0"	"100"
"29820"	"1681"	"154,158;"	"1"	"100"
"29820"	"1682"	"24,28;"	"2"	"100"
"29820"	"1690"	"108,111;"	"3"	"100"
"29820"	"1691"	"34,38;"	"4"	"100"
"29820"	"1693"	"33,36;"	"5"	"100"
"29820"	"1685"	"16,20;"	"6"	"100"
"29820"	"1686"	"16,19;"	"7"	"100"
"29820"	"1688"	"96,99;"	"8"	"100"
"29821"	"24297"	"36,42;"	"0"	"100"
"29821"	"18759"	"69,73;"	"1"	"100"
"29822"	"2486"	"161,168;"	"0"	"100"
"29822"	"3279"	"49,56;"	"1"	"100"
"29822"	"3281"	"77,84;"	"2"	"100"
"29822"	"3283"	"191,197;"	"3"	"100"
"29822"	"3284"	"141,148;"	"4"	"100"
"29822"	"3286"	"153,160;"	"5"	"100"
"29822"	"3287"	"207,214;"	"6"	"100"
"29822"	"3289"	"376,383;"	"7"	"100"
"29822"	"3291"	"346,353;"	"8"	"100"
"29823"	"1234"	"22,29;64,71;"	"0"	"100"
"29824"	"21583"	"96,100;"	"0"	"100"
"29825"	"18565"	"64,67;"	"0"	"100"
"29826"	"24174"	"19,23;"	"0"	"100"
"29827"	"18491"	"122,127;"	"0"	"100"
"29828"	"10485"	"103,105;"	"0"	"100"
"29829"	"1607"	"43,51;"	"0"	"100"
"29830"	"1512"	"62,74;"	"0"	"100"
"29831"	"1606"	"154,158;"	"0"	"100"
"29832"	"22220"	"145,148;"	"0"	"100"
"29833"	"18152"	"200,206;"	"0"	"100"
"29834"	"18120"	"147,153;"	"0"	"100"
"29835"	"732"	"57,61;"	"0"	"100"
"29836"	"371"	"36,38;"	"0"	"100"
"29836"	"5869"	"98,100;"	"1"	"100"
"29836"	"5642"	"119,121;"	"2"	"100"
"29836"	"2406"	"51,53;"	"3"	"100"
"29836"	"2410"	"193,195;"	"4"	"100"
"29836"	"2791"	"219,221;"	"5"	"100"
"29836"	"4818"	"98,100;"	"6"	"100"
"29836"	"2419"	"82,84;"	"7"	"100"
"29836"	"5516"	"152,154;"	"8"	"100"
"29837"	"10519"	"80,87;"	"0"	"100"
"29838"	"8877"	"39,49;"	"0"	"100"
"29839"	"12723"	"47,51;"	"0"	"100"
"29839"	"12727"	"250,254;"	"1"	"100"
"29839"	"17336"	"63,67;"	"2"	"100"
"29839"	"12729"	"193,197;"	"3"	"100"
"29839"	"12766"	"117,121;"	"4"	"100"
"29839"	"12731"	"168,172;"	"5"	"100"
"29839"	"17302"	"69,73;"	"6"	"100"
"29840"	"12677"	"55,63;"	"0"	"100"
"29840"	"12678"	"124,132;"	"1"	"100"
"29840"	"12679"	"100,108;"	"2"	"100"
"29840"	"12683"	"39,47;"	"3"	"100"
"29840"	"12684"	"35,43;"	"4"	"100"
"29840"	"12685"	"50,58;"	"5"	"100"
"29840"	"12680"	"53,61;"	"6"	"100"
"29840"	"12681"	"160,168;"	"7"	"100"
"29840"	"12682"	"64,72;"	"8"	"100"
"29841"	"17921"	"57,63;"	"0"	"100"
"29842"	"5368"	"205,213;"	"0"	"100"
"29843"	"11269"	"31,36;"	"0"	"100"
"29843"	"11398"	"68,73;100,106;"	"1"	"100"
"29843"	"11396"	"122,127;"	"2"	"100"
"29843"	"11402"	"27,32;267,272;821,826;"	"3"	"100"
"29843"	"11353"	"78,83;"	"4"	"100"
"29843"	"11405"	"315,321;"	"5"	"100"
"29843"	"11406"	"38,44;"	"6"	"100"
"29843"	"11408"	"172,177;502,507;"	"7"	"100"
"29843"	"11411"	"33,38;"	"8"	"100"
"29843"	"11412"	"265,270;"	"9"	"100"
"29843"	"11414"	"67,72;"	"10"	"100"
"29843"	"11416"	"135,141;"	"11"	"100"
"29843"	"11417"	"145,150;"	"12"	"100"
"29843"	"11418"	"155,160;"	"13"	"100"
"29844"	"17919"	"52,57;"	"0"	"100"
"29845"	"17916"	"59,65;"	"0"	"100"
"29845"	"23460"	"148,154;"	"1"	"100"
"29845"	"23461"	"64,70;"	"2"	"100"
"29845"	"23463"	"19,25;"	"3"	"100"
"29846"	"17915"	"150,154;"	"0"	"100"
"29847"	"17914"	"123,125;"	"0"	"100"
"29848"	"148"	"316,322;"	"0"	"100"
"29848"	"1449"	"139,144;"	"1"	"100"
"29848"	"1539"	"262,267;"	"2"	"100"
"29848"	"2004"	"79,84;"	"3"	"100"
"29848"	"2005"	"37,42;"	"4"	"100"
"29848"	"2006"	"183,188;228,233;255,260;"	"5"	"100"
"29848"	"480"	"81,86;"	"6"	"100"
"29848"	"1700"	"119,124;"	"7"	"100"
"29848"	"999"	"240,245;"	"8"	"100"
"29848"	"1192"	"107,112;"	"9"	"100"
"29848"	"1973"	"74,79;"	"10"	"100"
"29849"	"17900"	"26,29;"	"0"	"100"
"29850"	"6520"	"102,108;"	"0"	"100"
"29851"	"4434"	"190,198;"	"0"	"100"
"29851"	"8724"	"97,104;"	"1"	"100"
"29851"	"9287"	"180,187;"	"2"	"100"
"29852"	"5742"	"77,80;"	"0"	"100"
"29853"	"8926"	"41,47;"	"0"	"100"
"29853"	"341"	"117,123;"	"1"	"100"
"29854"	"669"	"323,327;"	"0"	"100"
"29855"	"4487"	"65,71;101,107;"	"0"	"100"
"29856"	"17481"	"146,153;"	"0"	"100"
"29857"	"15524"	"146,150;"	"0"	"100"
"29858"	"5483"	"139,149;"	"0"	"100"
"29859"	"23557"	"291,293;"	"0"	"100"
"29859"	"945"	"81,83;"	"1"	"100"
"29860"	"874"	"16,20;"	"0"	"100"
"29861"	"4890"	"149,152;"	"0"	"100"
"29861"	"992"	"147,151;"	"1"	"100"
"29862"	"2039"	"16,20;"	"0"	"100"
"29863"	"8537"	"58,62;"	"0"	"100"
"29864"	"403"	"91,94;"	"0"	"100"
"29864"	"259"	"338,343;"	"1"	"100"
"29865"	"304"	"260,266;"	"0"	"100"
"29866"	"2721"	"77,83;"	"0"	"100"
"29866"	"2719"	"42,48;"	"1"	"100"
"29866"	"2725"	"125,131;"	"2"	"100"
"29866"	"2723"	"83,89;"	"3"	"100"
"29866"	"1035"	"241,247;"	"4"	"100"
"29866"	"2726"	"86,92;"	"5"	"100"
"29866"	"2729"	"79,85;"	"6"	"100"
"29866"	"2731"	"80,86;"	"7"	"100"
"29866"	"2734"	"152,159;"	"8"	"100"
"29866"	"1043"	"19,25;"	"9"	"100"
"29866"	"2737"	"91,98;"	"10"	"100"
"29867"	"148"	"117,120;"	"0"	"100"
"29867"	"20345"	"54,57;"	"1"	"100"
"29868"	"3007"	"70,78;"	"0"	"100"
"29869"	"3742"	"87,92;"	"0"	"100"
"29870"	"14071"	"110,115;"	"0"	"100"
"29870"	"14069"	"32,37;"	"1"	"100"
"29870"	"14070"	"19,24;"	"2"	"100"
"29870"	"8788"	"281,286;"	"3"	"100"
"29870"	"8868"	"19,24;62,67;218,224;239,244;276,281;327,332;"	"4"	"100"
"29870"	"14448"	"123,129;"	"5"	"100"
"29870"	"8782"	"177,182;"	"6"	"100"
"29870"	"14447"	"134,140;"	"7"	"100"
"29870"	"5119"	"185,191;"	"8"	"100"
"29870"	"14136"	"72,77;"	"9"	"100"
"29871"	"4167"	"51,58;"	"0"	"100"
"29871"	"4168"	"66,73;"	"1"	"100"
"29871"	"4169"	"28,35;"	"2"	"100"
"29871"	"4171"	"36,39;"	"3"	"100"
"29871"	"4172"	"40,47;"	"4"	"100"
"29871"	"4173"	"30,35;"	"5"	"100"
"29871"	"4175"	"24,27;"	"6"	"100"
"29871"	"4177"	"44,51;"	"7"	"100"
"29871"	"4178"	"171,175;"	"8"	"100"
"29871"	"4187"	"245,250;"	"9"	"100"
"29871"	"4192"	"186,191;"	"10"	"100"
"29871"	"4193"	"172,177;"	"11"	"100"
"29872"	"9051"	"39,44;"	"0"	"100"
"29872"	"9975"	"100,105;"	"1"	"100"
"29873"	"266"	"173,183;"	"0"	"100"
"29873"	"278"	"88,98;"	"1"	"100"
"29873"	"267"	"107,117;"	"2"	"100"
"29873"	"271"	"91,100;"	"3"	"100"
"29873"	"272"	"92,102;"	"4"	"100"
"29873"	"273"	"306,316;"	"5"	"100"
"29873"	"268"	"125,135;"	"6"	"100"
"29873"	"269"	"70,80;"	"7"	"100"
"29873"	"270"	"208,218;"	"8"	"100"
"29874"	"16954"	"61,70;"	"0"	"100"
"29875"	"10143"	"150,156;"	"0"	"100"
"29876"	"4573"	"252,257;"	"0"	"100"
"29877"	"4056"	"269,273;279,287;"	"0"	"100"
"29877"	"4447"	"132,136;"	"1"	"100"
"29878"	"15023"	"126,132;"	"0"	"100"
"29879"	"916"	"95,99;"	"0"	"100"
"29880"	"1978"	"26,29;"	"0"	"100"
"29881"	"60"	"64,67;102,105;"	"0"	"100"
"29882"	"9319"	"137,145;"	"0"	"100"
"29883"	"4448"	"19,24;"	"0"	"100"
"29883"	"6447"	"192,197;"	"1"	"100"
"29883"	"11175"	"19,24;"	"2"	"100"
"29884"	"2917"	"39,43;"	"0"	"100"
"29884"	"2854"	"143,147;"	"1"	"100"
"29884"	"3404"	"150,155;"	"2"	"100"
"29884"	"3406"	"297,302;"	"3"	"100"
"29884"	"3411"	"327,332;"	"4"	"100"
"29884"	"3414"	"309,313;"	"5"	"100"
"29884"	"3418"	"90,95;"	"6"	"100"
"29884"	"3421"	"182,187;"	"7"	"100"
"29884"	"22499"	"358,362;"	"8"	"100"
"29885"	"13362"	"95,98;"	"0"	"100"
"29886"	"16887"	"106,118;"	"0"	"100"
"29887"	"9707"	"82,84;"	"0"	"100"
"29887"	"16862"	"73,75;"	"1"	"100"
"29888"	"2006"	"86,93;"	"0"	"100"
"29889"	"22136"	"80,84;"	"0"	"100"
"29889"	"7771"	"119,120;"	"1"	"100"
"29889"	"22133"	"166,170;"	"2"	"100"
"29889"	"5257"	"315,319;"	"3"	"100"
"29889"	"22131"	"116,120;"	"4"	"100"
"29889"	"22129"	"36,37;"	"5"	"100"
"29889"	"22135"	"204,208;"	"6"	"100"
"29889"	"22130"	"343,344;"	"7"	"100"
"29889"	"7769"	"87,88;"	"8"	"100"
"29889"	"7764"	"381,385;"	"9"	"100"
"29890"	"3860"	"108,112;"	"0"	"100"
"29890"	"3862"	"68,72;"	"1"	"100"
"29890"	"3863"	"82,86;"	"2"	"100"
"29890"	"3864"	"221,226;"	"3"	"100"
"29890"	"3865"	"109,113;"	"4"	"100"
"29890"	"3866"	"128,132;"	"5"	"100"
"29890"	"3867"	"142,146;"	"6"	"100"
"29890"	"3868"	"67,72;"	"7"	"100"
"29890"	"3869"	"90,94;"	"8"	"100"
"29890"	"3870"	"79,84;"	"9"	"100"
"29890"	"3871"	"179,184;"	"10"	"100"
"29890"	"3872"	"22,27;"	"11"	"100"
"29891"	"16347"	"36,43;"	"0"	"100"
"29891"	"23060"	"155,162;"	"1"	"100"
"29891"	"23059"	"92,99;"	"2"	"100"
"29891"	"1494"	"127,134;"	"3"	"100"
"29892"	"16818"	"42,51;"	"0"	"100"
"29893"	"5175"	"21,21;"	"0"	"100"
"29893"	"779"	"136,136;"	"1"	"100"
"29893"	"1002"	"178,178;"	"2"	"100"
"29894"	"11977"	"82,87;"	"0"	"100"
"29894"	"12892"	"100,106;"	"1"	"100"
"29894"	"12921"	"267,273;"	"2"	"100"
"29894"	"12922"	"48,53;"	"3"	"100"
"29894"	"12925"	"130,135;"	"4"	"100"
"29894"	"12926"	"66,71;"	"5"	"100"
"29894"	"12931"	"198,203;"	"6"	"100"
"29894"	"12932"	"71,77;"	"7"	"100"
"29894"	"12933"	"120,126;"	"8"	"100"
"29894"	"12930"	"25,31;"	"9"	"100"
"29895"	"16558"	"176,180;"	"0"	"100"
"29896"	"23057"	"127,133;"	"0"	"100"
"29897"	"4900"	"107,110;"	"0"	"100"
"29898"	"10632"	"30,32;"	"0"	"100"
"29898"	"13216"	"31,33;"	"1"	"100"
"29898"	"16047"	"172,174;"	"2"	"100"
"29900"	"3435"	"75,82;"	"0"	"100"
"29900"	"3678"	"61,68;"	"1"	"100"
"29900"	"20957"	"126,133;"	"2"	"100"
"29900"	"3681"	"57,63;"	"3"	"100"
"29900"	"3685"	"56,62;"	"4"	"100"
"29900"	"3687"	"39,46;"	"5"	"100"
"29903"	"14828"	"177,180;"	"0"	"100"
"29904"	"23608"	"108,111;"	"0"	"100"
"29907"	"12833"	"21,27;"	"0"	"100"
"29908"	"1210"	"222,225;"	"0"	"100"
"29911"	"1194"	"18,26;"	"0"	"100"
"29912"	"12613"	"211,222;"	"0"	"100"
"29915"	"12661"	"106,111;"	"0"	"100"
"29916"	"994"	"80,84;"	"0"	"100"
"29917"	"13022"	"63,66;"	"0"	"100"
"29918"	"25504"	"117,123;"	"0"	"100"
"29919"	"1034"	"151,156;"	"0"	"100"
"29921"	"20769"	"51,55;"	"0"	"100"
"29922"	"6631"	"131,134;"	"0"	"100"
"29923"	"26298"	"201,205;"	"0"	"100"
"29924"	"22966"	"166,169;"	"0"	"100"
"29925"	"25552"	"27,34;"	"0"	"100"
"29927"	"24897"	"54,58;"	"0"	"100"
"29928"	"2899"	"203,210;"	"0"	"100"
"29929"	"13378"	"304,308;"	"0"	"100"
"29933"	"22145"	"106,110;"	"0"	"100"
"29934"	"17"	"104,108;"	"0"	"100"
"29935"	"22143"	"89,93;"	"0"	"100"
"29936"	"18722"	"141,145;"	"0"	"100"
"29936"	"18723"	"171,174;"	"1"	"100"
"29936"	"18725"	"50,53;122,125;"	"2"	"100"
"29936"	"18724"	"142,146;186,190;"	"3"	"100"
"29936"	"18726"	"31,34;"	"4"	"100"
"29937"	"11844"	"61,67;"	"0"	"100"
"29937"	"13792"	"156,162;"	"1"	"100"
"29937"	"13793"	"79,85;"	"2"	"100"
"29937"	"13794"	"182,188;"	"3"	"100"
"29937"	"13973"	"37,43;"	"4"	"100"
"29937"	"19136"	"20,26;"	"5"	"100"
"29937"	"13974"	"48,54;"	"6"	"100"
"29937"	"13976"	"31,37;"	"7"	"100"
"29937"	"13978"	"113,119;"	"8"	"100"
"29937"	"14170"	"69,75;"	"9"	"100"
"29937"	"14171"	"29,36;"	"10"	"100"
"29937"	"14172"	"102,108;"	"11"	"100"
"29939"	"30371"	"202,208;"	"0"	"100"
"29940"	"7234"	"493,500;"	"0"	"100"
"29941"	"1250"	"50,54;"	"0"	"100"
"29941"	"1255"	"56,60;"	"1"	"100"
"29941"	"1277"	"164,168;"	"2"	"100"
"29942"	"21259"	"151,154;"	"0"	"100"
"29943"	"22197"	"68,73;"	"0"	"100"
"29944"	"5236"	"122,127;"	"0"	"100"
"29945"	"21967"	"108,111;"	"0"	"100"
"29946"	"8796"	"218,220;"	"0"	"100"
"29948"	"16630"	"25,32;"	"0"	"100"
"29949"	"25706"	"189,199;"	"0"	"100"
"29950"	"3752"	"37,41;"	"0"	"100"
"29951"	"19539"	"131,135;"	"0"	"100"
"29952"	"1866"	"297,302;352,357;"	"0"	"100"
"29952"	"12549"	"101,106;"	"1"	"100"
"29953"	"25782"	"161,166;"	"0"	"100"
"29954"	"13348"	"109,113;"	"0"	"100"
"29955"	"20263"	"568,572;"	"0"	"100"
"29956"	"7370"	"164,171;"	"0"	"100"
"29957"	"25775"	"20,26;58,64;"	"0"	"100"
"29958"	"1048"	"319,323;"	"0"	"100"
"29959"	"22630"	"99,109;"	"0"	"100"
"29960"	"22629"	"88,96;"	"0"	"100"
"29961"	"4556"	"51,54;"	"0"	"100"
"29962"	"4050"	"82,86;"	"0"	"100"
"29964"	"23346"	"26,29;"	"0"	"100"
"29965"	"3208"	"115,121;"	"0"	"100"
"29965"	"3211"	"195,201;"	"1"	"100"
"29965"	"3214"	"358,364;"	"2"	"100"
"29965"	"3232"	"90,96;"	"3"	"100"
"29965"	"3233"	"107,113;"	"4"	"100"
"29965"	"3237"	"71,77;"	"5"	"100"
"29965"	"3228"	"75,82;"	"6"	"100"
"29965"	"3230"	"120,127;"	"7"	"100"
"29965"	"6058"	"168,174;"	"8"	"100"
"29966"	"22545"	"57,60;"	"0"	"100"
"29967"	"16080"	"72,76;"	"0"	"100"
"29968"	"12149"	"56,59;"	"0"	"100"
"29968"	"12156"	"58,61;"	"1"	"100"
"29968"	"12302"	"186,189;"	"2"	"100"
"29970"	"7107"	"128,134;"	"0"	"100"
"29971"	"2850"	"28,32;"	"0"	"100"
"29972"	"17598"	"105,109;"	"0"	"100"
"29974"	"3149"	"169,172;"	"0"	"100"
"29974"	"29566"	"262,265;"	"1"	"100"
"29974"	"20940"	"127,130;"	"2"	"100"
"29975"	"25402"	"70,76;"	"0"	"100"
"29976"	"1455"	"98,103;"	"0"	"100"
"29977"	"14353"	"94,99;"	"0"	"100"
"29978"	"25446"	"67,72;"	"0"	"100"
"29979"	"17069"	"115,120;"	"0"	"100"
"29979"	"16399"	"146,151;"	"1"	"100"
"29979"	"16414"	"181,186;"	"2"	"100"
"29979"	"17065"	"45,50;"	"3"	"100"
"29979"	"17348"	"96,101;"	"4"	"100"
"29979"	"17053"	"128,133;"	"5"	"100"
"29979"	"17056"	"151,156;"	"6"	"100"
"29979"	"17057"	"34,39;"	"7"	"100"
"29979"	"17425"	"184,190;"	"8"	"100"
"29979"	"16561"	"174,179;"	"9"	"100"
"29979"	"17071"	"169,174;"	"10"	"100"
"29979"	"17154"	"380,386;"	"11"	"100"
"29979"	"17081"	"139,145;"	"12"	"100"
"29979"	"16415"	"162,167;"	"15"	"100"
"29980"	"1463"	"229,232;"	"0"	"100"
"29981"	"9203"	"227,230;"	"0"	"100"
"29982"	"8131"	"38,47;"	"0"	"100"
"29982"	"14703"	"18,24;"	"1"	"100"
"29982"	"15372"	"23,27;"	"2"	"100"
"29982"	"17430"	"25,31;"	"3"	"100"
"29982"	"9680"	"125,129;"	"4"	"100"
"29982"	"12057"	"169,176;"	"5"	"100"
"29982"	"1921"	"104,108;"	"6"	"100"
"29983"	"6679"	"193,196;"	"0"	"100"
"29984"	"8280"	"49,55;"	"0"	"100"
"29985"	"21866"	"94,100;"	"0"	"100"
"29986"	"4007"	"42,51;"	"0"	"100"
"29990"	"17926"	"140,148;"	"0"	"100"
"29991"	"20300"	"74,85;"	"0"	"100"
"29992"	"10780"	"24,28;"	"0"	"100"
"29992"	"10781"	"85,90;"	"1"	"100"
"29992"	"10782"	"158,162;"	"2"	"100"
"29992"	"10783"	"79,83;"	"3"	"100"
"29992"	"20526"	"45,50;"	"4"	"100"
"29992"	"20527"	"162,166;"	"5"	"100"
"29992"	"20529"	"284,288;"	"6"	"100"
"29992"	"10844"	"103,107;"	"7"	"100"
"29992"	"10845"	"76,80;"	"8"	"100"
"29992"	"10850"	"259,264;"	"9"	"100"
"29992"	"10864"	"206,210;"	"10"	"100"
"29993"	"10774"	"50,54;"	"0"	"100"
"29993"	"10778"	"139,144;"	"1"	"100"
"29993"	"10775"	"157,161;"	"2"	"100"
"29993"	"10777"	"238,242;"	"3"	"100"
"29993"	"20531"	"137,142;"	"4"	"100"
"29993"	"20532"	"102,106;"	"5"	"100"
"29993"	"20533"	"366,371;"	"6"	"100"
"29994"	"13317"	"240,248;"	"0"	"100"
"29995"	"19859"	"102,111;"	"0"	"100"
"29996"	"3075"	"117,122;"	"0"	"100"
"29996"	"25557"	"19,22;"	"1"	"100"
"29997"	"5059"	"75,80;"	"0"	"100"
"29997"	"5060"	"188,192;"	"1"	"100"
"29997"	"5061"	"66,70;"	"2"	"100"
"29997"	"5065"	"101,107;"	"3"	"100"
"29997"	"5066"	"43,45;80,84;"	"4"	"100"
"29997"	"5067"	"59,65;"	"5"	"100"
"29998"	"4322"	"252,259;"	"0"	"100"
"29998"	"20286"	"180,187;235,241;"	"1"	"100"
"29998"	"25551"	"143,149;"	"2"	"100"
"30002"	"13794"	"50,52;"	"0"	"100"
"30002"	"493"	"40,42;"	"1"	"100"
"30003"	"13790"	"32,40;"	"0"	"100"
"30004"	"26293"	"61,65;"	"0"	"100"
"30004"	"8693"	"181,185;"	"1"	"100"
"30005"	"2036"	"115,119;"	"0"	"100"
"30005"	"2037"	"47,51;"	"1"	"100"
"30005"	"2039"	"31,35;"	"2"	"100"
"30005"	"2056"	"118,122;"	"3"	"100"
"30005"	"2045"	"138,143;"	"4"	"100"
"30005"	"2138"	"66,71;"	"5"	"100"
"30005"	"2139"	"77,82;"	"6"	"100"
"30005"	"2141"	"60,65;"	"7"	"100"
"30005"	"2144"	"90,94;"	"8"	"100"
"30005"	"2146"	"65,69;"	"9"	"100"
"30005"	"2250"	"56,61;"	"10"	"100"
"30005"	"3278"	"44,48;"	"11"	"100"
"30006"	"1801"	"109,113;"	"0"	"100"
"30006"	"1802"	"34,38;"	"1"	"100"
"30006"	"1803"	"60,64;86,90;"	"2"	"100"
"30006"	"1801"	"109,113;"	"3"	"100"
"30006"	"1805"	"51,55;"	"4"	"100"
"30006"	"1806"	"174,178;"	"5"	"100"
"30006"	"1808"	"147,151;"	"6"	"100"
"30006"	"176"	"94,98;"	"7"	"100"
"30006"	"1812"	"120,124;"	"8"	"100"
"30006"	"1814"	"74,78;"	"9"	"100"
"30008"	"1145"	"54,57;"	"0"	"100"
"30009"	"25483"	"181,187;"	"0"	"100"
"30010"	"8610"	"70,71;72,78;"	"0"	"100"
"30010"	"25372"	"90,102;"	"1"	"100"
"30011"	"62"	"175,181;"	"0"	"100"
"30011"	"23848"	"84,90;219,224;298,303;366,371;"	"1"	"100"
"30011"	"24464"	"52,58;"	"2"	"100"
"30012"	"11611"	"158,162;"	"0"	"100"
"30014"	"24096"	"58,66;"	"0"	"100"
"30016"	"26467"	"67,72;"	"0"	"100"
"30017"	"1572"	"79,85;"	"0"	"100"
"30018"	"9082"	"100,107;"	"0"	"100"
"30019"	"1828"	"33,37;"	"0"	"100"
"30019"	"6041"	"364,368;"	"1"	"100"
"30019"	"6043"	"28,32;"	"2"	"100"
"30019"	"6049"	"91,95;"	"3"	"100"
"30019"	"6074"	"107,111;"	"4"	"100"
"30019"	"6084"	"35,39;"	"5"	"100"
"30019"	"7965"	"41,46;"	"6"	"100"
"30021"	"1330"	"119,126;"	"0"	"100"
"30022"	"26832"	"45,51;"	"0"	"100"
"30023"	"6161"	"406,412;"	"0"	"100"
"30024"	"4340"	"21,25;"	"0"	"100"
"30027"	"6408"	"22,30;"	"0"	"100"
"30028"	"14114"	"127,131;"	"0"	"100"
"30030"	"12582"	"143,150;"	"0"	"100"
"30031"	"659"	"110,116;"	"0"	"100"
"30033"	"1242"	"67,71;"	"0"	"100"
"30035"	"5406"	"88,95;"	"0"	"100"
"30036"	"26355"	"164,168;"	"0"	"100"
"30037"	"26886"	"69,75;"	"0"	"100"
"30039"	"24786"	"238,247;"	"0"	"100"
"30040"	"844"	"87,93;"	"0"	"100"
"30041"	"26918"	"59,64;"	"0"	"100"
"30042"	"22723"	"73,78;"	"0"	"100"
"30044"	"24761"	"267,270;"	"0"	"100"
"30045"	"1816"	"241,246;"	"0"	"100"
"30047"	"20653"	"164,170;"	"0"	"100"
"30048"	"15890"	"25,32;"	"0"	"100"
"30049"	"9277"	"140,144;"	"0"	"100"
"30050"	"9278"	"92,98;"	"0"	"100"
"30051"	"7577"	"64,68;"	"0"	"100"
"30052"	"10857"	"177,184;"	"0"	"100"
"30052"	"10858"	"162,169;"	"1"	"100"
"30052"	"29489"	"78,85;"	"2"	"100"
"30053"	"23475"	"26,31;"	"0"	"100"
"30054"	"27072"	"78,82;"	"0"	"100"
"30055"	"10865"	"149,155;"	"0"	"100"
"30057"	"10866"	"204,207;"	"0"	"100"
"30059"	"15211"	"292,299;"	"0"	"100"
"30060"	"15214"	"108,115;"	"0"	"100"
"30061"	"27577"	"69,75;"	"0"	"100"
"30062"	"27579"	"45,50;"	"0"	"100"
"30063"	"25071"	"120,128;"	"0"	"100"
"30064"	"27389"	"156,161;"	"0"	"100"
"30065"	"27580"	"19,25;"	"0"	"100"
"30066"	"1186"	"42,49;"	"0"	"100"
"30067"	"17545"	"54,60;"	"0"	"100"
"30068"	"16112"	"32,38;"	"0"	"100"
"30069"	"18082"	"83,87;"	"0"	"100"
"30070"	"17286"	"199,203;"	"0"	"100"
"30071"	"10871"	"38,45;"	"0"	"100"
"30072"	"7196"	"60,63;"	"0"	"100"
"30072"	"13214"	"132,135;"	"1"	"100"
"30073"	"18492"	"34,38;"	"0"	"100"
"30074"	"17452"	"318,321;"	"0"	"100"
"30075"	"27754"	"124,127;"	"0"	"100"
"30076"	"29879"	"129,137;"	"0"	"100"
"30078"	"5643"	"162,170;"	"0"	"100"
"30079"	"25153"	"60,64;"	"0"	"100"
"30080"	"6708"	"36,39;"	"0"	"100"
"30081"	"103"	"316,321;"	"0"	"100"
"30082"	"710"	"27,35;"	"0"	"100"
"30083"	"23987"	"54,59;"	"0"	"100"
"30087"	"7547"	"203,209;"	"0"	"100"
"30088"	"5322"	"249,256;"	"0"	"100"
"30089"	"4321"	"51,55;"	"0"	"100"
"30090"	"19158"	"56,64;"	"0"	"100"
"30091"	"24007"	"27,31;"	"0"	"100"
"30092"	"16498"	"99,104;"	"0"	"100"
"30093"	"1467"	"122,125;"	"0"	"100"
"30094"	"1500"	"60,64;"	"0"	"100"
"30095"	"19751"	"111,114;"	"0"	"100"
"30097"	"6275"	"136,141;"	"0"	"100"
"30097"	"6283"	"328,333;"	"1"	"100"
"30097"	"6289"	"101,106;"	"2"	"100"
"30097"	"6280"	"102,107;"	"3"	"100"
"30097"	"6281"	"26,31;"	"4"	"100"
"30097"	"6290"	"111,116;"	"5"	"100"
"30097"	"6277"	"116,121;"	"6"	"100"
"30097"	"6279"	"89,94;"	"7"	"100"
"30097"	"6293"	"183,188;"	"8"	"100"
"30098"	"2904"	"76,83;"	"0"	"100"
"30099"	"24018"	"72,78;"	"0"	"100"
"30101"	"21546"	"45,49;"	"0"	"100"
"30102"	"869"	"18,23;"	"0"	"100"
"30105"	"23460"	"19,24;"	"0"	"100"
"30106"	"25842"	"91,96;"	"0"	"100"
"30108"	"4374"	"184,190;"	"0"	"100"
"30109"	"2741"	"132,142;"	"0"	"100"
"30109"	"2746"	"44,53;"	"1"	"100"
"30109"	"2750"	"150,160;"	"2"	"100"
"30109"	"2753"	"71,80;"	"3"	"100"
"30109"	"2774"	"95,104;"	"4"	"100"
"30109"	"2777"	"20,29;"	"5"	"100"
