"id"	"entry"	"lexnum"	"status"	"%"
"49140"	"40337"	"II"	"3"	"100"
"49141"	"40332"	"I.2"	"3"	"100"
"49142"	"27166"	"II"	"3"	"100"
"49143"	"41377"	""	"3"	"100"
"49144"	"31059"	"II"	"3"	"100"
"49145"	"41378"	""	"3"	"100"
"49146"	"38266"	"II"	"3"	"100"
"49147"	"29104"	"II"	"3"	"100"
"49148"	"29771"	"II.2"	"3"	"100"
"49149"	"41379"	"a"	"3"	"100"
"49150"	"41379"	"b"	"3"	"100"
"49151"	"32210"	"b"	"3"	"100"
"49152"	"28967"	"I.3"	"3"	"100"
"49153"	"36954"	"1"	"3"	"100"
"49154"	"36619"	"1"	"3"	"100"
"49155"	"26481"	"III"	"3"	"100"
"49156"	"41325"	"2"	"3"	"100"
"49157"	"36587"	"II.1"	"3"	"100"
"49158"	"41380"	""	"3"	"100"
"49159"	"41381"	""	"3"	"100"
"49160"	"38792"	"II"	"3"	"100"
"49161"	"28221"	"III.2b"	"3"	"100"
"49162"	"41382"	""	"3"	"100"
"49163"	"29848"	"III"	"3"	"100"
"49164"	"41383"	""	"3"	"100"
"49165"	"29899"	"III"	"3"	"100"
"49166"	"41385"	""	"3"	"100"
"49167"	"41386"	""	"3"	"100"
"49168"	"26947"	"2"	"3"	"100"
"49169"	"29189"	"2"	"3"	"100"
"49170"	"41387"	"1b"	"3"	"100"
"49171"	"41388"	"1"	"3"	"100"
"49172"	"41388"	"2"	"3"	"100"
"49173"	"41389"	"1b"	"3"	"100"
"49174"	"41390"	"1b"	"3"	"100"
"49175"	"41391"	"1b"	"3"	"100"
"49176"	"41392"	"I"	"3"	"100"
"49177"	"41392"	"II"	"3"	"100"
"49178"	"35684"	"I.1"	"3"	"100"
"49179"	"29400"	"II"	"3"	"100"
"49180"	"26757"	"I.2"	"3"	"100"
"49181"	"28977"	"II.1"	"3"	"100"
"49182"	"28683"	"I.2a"	"3"	"100"
"49183"	"41393"	""	"3"	"100"
"49184"	"26459"	"II.2"	"3"	"100"
"49185"	"28708"	"I.3"	"3"	"100"
"49186"	"26391"	"I.2"	"3"	"100"
"49187"	"28954"	"II"	"3"	"100"
"49188"	"39695"	"II"	"3"	"100"
"49189"	"41394"	""	"3"	"100"
"49190"	"29239"	"I.2"	"3"	"100"
"49191"	"41395"	""	"3"	"100"
"49192"	"41396"	""	"3"	"100"
"49193"	"29692"	"II"	"3"	"100"
"49194"	"41397"	""	"3"	"100"
"49195"	"27621"	"II"	"3"	"100"
"49196"	"41398"	""	"3"	"100"
"49197"	"41399"	""	"3"	"100"
"49198"	"40113"	"II"	"3"	"100"
"49199"	"41400"	""	"3"	"100"
"49200"	"34041"	"1"	"3"	"100"
"49201"	"41401"	""	"3"	"100"
"49202"	"34036"	"III"	"3"	"100"
"49203"	"27806"	"I.3"	"3"	"100"
"49204"	"41402"	""	"3"	"100"
"49205"	"29399"	"II"	"3"	"100"
"49206"	"41403"	""	"3"	"100"
"49207"	"30590"	"II.2"	"3"	"100"
"49208"	"30590"	"II.1b"	"3"	"100"
"49209"	"30590"	"II.1a"	"3"	"100"
"49210"	"29749"	"1a"	"3"	"100"
"49211"	"29749"	"1b"	"3"	"100"
"49212"	"28591"	"I.2a"	"3"	"100"
"49213"	"26732"	"I.2"	"3"	"100"
"49214"	"26732"	"II.1"	"3"	"100"
"49215"	"41404"	""	"3"	"100"
"49216"	"41405"	""	"3"	"100"
"49217"	"27201"	"2a"	"2"	"100"
"49218"	"41406"	""	"3"	"100"
"49219"	"29759"	"I.1"	"3"	"100"
"49220"	"41409"	""	"3"	"100"
"49221"	"39689"	"2"	"3"	"100"
"49222"	"35148"	"I"	"3"	"100"
"49223"	"41410"	""	"3"	"100"
"49224"	"26483"	"I.1"	"3"	"100"
"49225"	"41411"	""	"3"	"100"
"49226"	"41412"	""	"3"	"100"
"49227"	"41413"	""	"3"	"100"
"49228"	"27869"	"2"	"3"	"100"
"49229"	"41414"	""	"3"	"100"
"49230"	"38829"	"I.1"	"3"	"100"
"49231"	"29644"	"II.1"	"3"	"100"
"49232"	"38830"	"II.2"	"3"	"100"
"49233"	"36352"	"II"	"3"	"100"
"49234"	"41415"	""	"3"	"100"
"49235"	"41416"	""	"3"	"100"
"49236"	"41417"	"1"	"3"	"100"
"49237"	"41418"	""	"3"	"100"
"49238"	"41419"	""	"3"	"100"
"49239"	"41420"	""	"3"	"100"
"49240"	"41421"	""	"3"	"100"
"49241"	"41422"	""	"3"	"100"
"49242"	"39902"	"I"	"3"	"100"
"49243"	"41423"	"I"	"3"	"100"
"49244"	"41423"	"II"	"3"	"100"
"49245"	"32927"	"I"	"3"	"100"
"49246"	"41424"	""	"3"	"100"
"49247"	"35920"	"II"	"3"	"100"
"49248"	"41425"	""	"3"	"100"
"49249"	"41426"	""	"3"	"100"
"49250"	"38581"	"II"	"3"	"100"
"49251"	"28263"	"II"	"3"	"100"
"49252"	"36991"	""	"3"	"100"
"49253"	"41427"	""	"3"	"100"
"49254"	"41428"	"2"	"3"	"100"
"49255"	"26945"	"III.3"	"3"	"100"
"49256"	"41429"	""	"3"	"100"
"49257"	"41430"	""	"3"	"100"
"49259"	"41431"	""	"3"	"100"
"49260"	"41197"	"II"	"3"	"100"
"49261"	"27586"	"2"	"3"	"100"
"49262"	"41432"	""	"3"	"100"
"49263"	"38492"	"II"	"3"	"100"
"49264"	"28854"	"IV"	"3"	"100"
"49265"	"26842"	"II"	"3"	"100"
"49266"	"41433"	""	"3"	"100"
"49267"	"36314"	"II"	"3"	"100"
"49268"	"41434"	""	"3"	"100"
"49269"	"41435"	""	"3"	"100"
"49270"	"41436"	"I"	"2"	"100"
"49271"	"36936"	"I"	"3"	"100"
"49272"	"41437"	""	"3"	"100"
"49273"	"32956"	"II"	"3"	"100"
"49274"	"41438"	""	"3"	"100"
"49275"	"41439"	""	"3"	"100"
"49276"	"41440"	""	"3"	"100"
"49277"	"41441"	""	"3"	"100"
"49278"	"41442"	""	"3"	"100"
"49279"	"29164"	"III"	"3"	"100"
"49280"	"41443"	""	"2"	"100"
"49281"	"41445"	""	"3"	"100"
"49282"	"41446"	""	"3"	"100"
"49283"	"29899"	"I.1"	"3"	"100"
"49284"	"41447"	""	"3"	"100"
"49285"	"33445"	"IV"	"3"	"100"
"49286"	"41448"	""	"3"	"100"
"49287"	"41449"	""	"3"	"100"
"49288"	"41450"	""	"3"	"100"
"49289"	"41451"	""	"3"	"100"
"49290"	"33452"	"II"	"3"	"100"
"49291"	"33451"	"III"	"3"	"100"
"49292"	"41452"	"II"	"3"	"100"
"49293"	"41453"	""	"3"	"100"
"49294"	"41452"	"I"	"3"	"100"
"49295"	"28221"	"II"	"3"	"100"
"49296"	"26732"	"II.2"	"3"	"100"
"49297"	"41454"	""	"3"	"100"
"49298"	"41455"	""	"3"	"100"
"49300"	"41457"	""	"3"	"100"
"49301"	"35904"	"II"	"3"	"100"
"49302"	"31109"	"II"	"3"	"100"
"49303"	"37326"	"1"	"3"	"100"
"49304"	"41458"	""	"2"	"100"
"49305"	"41459"	""	"2"	"100"
"49306"	"41436"	"II"	"2"	"100"
"49307"	"41436"	"III"	"2"	"100"
"49308"	"29112"	"II.2"	"2"	"100"
"49309"	"33445"	"I.2"	"3"	"100"
"49310"	"33445"	"I.1b"	"3"	"100"
"49311"	"41460"	""	"3"	"100"
"49312"	"33445"	"I.3"	"3"	"100"
"49313"	"41461"	""	"3"	"100"
"49314"	"39425"	"I.1"	"3"	"100"
"49315"	"39425"	"II.1"	"3"	"100"
"49316"	"41462"	"I"	"3"	"100"
"49317"	"41463"	""	"3"	"100"
"49318"	"39073"	"II"	"3"	"100"
"49319"	"41464"	""	"3"	"100"
"49320"	"26325"	"II"	"3"	"100"
"49321"	"28566"	"III"	"3"	"100"
"49322"	"41465"	""	"3"	"100"
"49323"	"29723"	"II"	"2"	"100"
"49324"	"30133"	"II"	"3"	"100"
"49325"	"30133"	"III"	"3"	"100"
"49326"	"41466"	"II"	"3"	"100"
"49327"	"31421"	"II"	"3"	"100"
"49328"	"36712"	"II"	"3"	"100"
"49329"	"41467"	""	"3"	"100"
"49330"	"41468"	""	"3"	"100"
"49331"	"26969"	"I.2"	"3"	"100"
"49332"	"37270"	"I.1"	"3"	"100"
"49333"	"41469"	""	"3"	"100"
"49334"	"27487"	"II"	"3"	"100"
"49335"	"36865"	"I"	"3"	"100"
"49336"	"28240"	"II"	"3"	"100"
"49337"	"41470"	""	"3"	"100"
"49338"	"26611"	"I.2"	"3"	"100"
"49339"	"28127"	"V"	"3"	"100"
"49340"	"27544"	"II.3"	"3"	"100"
"49341"	"29009"	"II.1"	"3"	"100"
"49342"	"41471"	""	"3"	"100"
"49343"	"41472"	""	"3"	"100"
"49344"	"41473"	""	"3"	"100"
"49345"	"41474"	""	"3"	"100"
"49346"	"41475"	""	"3"	"100"
"49347"	"34420"	"II"	"3"	"100"
"49348"	"29358"	"II.2"	"3"	"100"
"49349"	"41476"	""	"3"	"100"
"49350"	"41477"	"a"	"3"	"100"
"49351"	"29500"	"I.3"	"3"	"100"
"49352"	"27435"	"I.5"	"3"	"100"
"49353"	"41478"	""	"3"	"100"
"49354"	"28513"	"III"	"3"	"100"
"49355"	"33412"	"I.2"	"3"	"100"
"49356"	"28977"	"II.3"	"3"	"100"
"49358"	"41479"	"I"	"3"	"100"
"49359"	"41479"	"II"	"3"	"100"
"49360"	"30720"	"III"	"3"	"100"
"49361"	"41480"	""	"3"	"100"
"49362"	"34498"	"I.2a"	"3"	"100"
"49363"	"39034"	"I.1"	"3"	"100"
"49364"	"35387"	"I"	"3"	"100"
"49365"	"29235"	"III"	"3"	"100"
"49366"	"41481"	""	"3"	"100"
"49367"	"41482"	""	"3"	"100"
"49368"	"41483"	""	"3"	"100"
"49369"	"28853"	"I"	"3"	"100"
"49370"	"41484"	""	"3"	"100"
"49371"	"41485"	""	"3"	"100"
"49372"	"27699"	"II.1"	"3"	"100"
"49373"	"26181"	"II"	"3"	"100"
"49374"	"29493"	"I.2"	"3"	"100"
"49375"	"28686"	"IV.2"	"3"	"100"
"49376"	"41486"	"I"	"3"	"100"
"49377"	"26553"	"I.1"	"3"	"100"
"49378"	"26468"	"I.2"	"3"	"100"
"49379"	"41486"	"II"	"3"	"100"
"49380"	"41487"	""	"3"	"100"
"49381"	"29760"	"II"	"3"	"100"
"49382"	"39240"	"II"	"3"	"100"
"49383"	"39240"	"III"	"3"	"100"
"49384"	"41488"	""	"3"	"100"
"49385"	"26291"	"I.1"	"3"	"100"
"49386"	"41489"	"I"	"3"	"100"
"49387"	"41489"	"II"	"3"	"100"
"49388"	"30375"	"I"	"3"	"100"
"49389"	"30376"	"1"	"3"	"100"
"49390"	"41490"	""	"3"	"100"
"49391"	"41491"	"I"	"3"	"100"
"49392"	"41491"	"II"	"3"	"100"
"49393"	"41492"	""	"3"	"100"
"49394"	"41493"	""	"3"	"100"
"49395"	"41494"	""	"3"	"100"
"49396"	"41495"	""	"3"	"100"
"49397"	"41496"	""	"3"	"100"
"49398"	"27543"	"I.3"	"3"	"100"
"49399"	"41497"	""	"3"	"100"
"49400"	"26883"	"III"	"3"	"100"
"49401"	"41498"	""	"3"	"100"
"49402"	"41499"	""	"3"	"100"
"49403"	"41500"	""	"3"	"100"
"49404"	"41501"	""	"3"	"100"
"49405"	"29604"	"I.2"	"3"	"100"
"49406"	"41502"	""	"3"	"100"
"49407"	"41503"	""	"3"	"100"
"49408"	"41504"	""	"3"	"100"
"49409"	"29858"	"III"	"3"	"100"
"49410"	"41505"	""	"3"	"100"
"49411"	"41506"	""	"3"	"100"
"49412"	"28109"	""	"3"	"100"
"49413"	"41507"	""	"3"	"100"
"49414"	"41508"	""	"3"	"100"
"49415"	"41509"	""	"3"	"100"
"49416"	"27576"	"2"	"3"	"100"
"49417"	"37799"	"I"	"3"	"100"
"49418"	"41510"	""	"3"	"100"
"49419"	"27842"	"II"	"3"	"100"
"49420"	"27841"	"I"	"3"	"100"
"49421"	"27661"	"IV.1"	"3"	"100"
"49422"	"37976"	"1"	"3"	"100"
"49423"	"29375"	"2"	"3"	"100"
"49424"	"41511"	"1"	"3"	"100"
"49425"	"41511"	"2"	"3"	"100"
"49426"	"41512"	""	"3"	"100"
"49427"	"40926"	"I.1"	"3"	"100"
"49428"	"34498"	"I.1"	"3"	"100"
"49429"	"26786"	"I.1"	"3"	"100"
"49431"	"35906"	"II"	"3"	"100"
"49432"	"41517"	""	"3"	"100"
"49433"	"41417"	"2"	"3"	"100"
"49434"	"41518"	""	"3"	"100"
"49435"	"41519"	""	"3"	"100"
"49436"	"37198"	"I"	"3"	"100"
"49437"	"38480"	"1"	"3"	"100"
"49438"	"41520"	""	"3"	"100"
"49439"	"41521"	""	"3"	"100"
"49440"	"38480"	"2"	"3"	"100"
"49441"	"41522"	""	"3"	"100"
"49442"	"41523"	""	"3"	"100"
"49443"	"41524"	"1"	"3"	"100"
"49444"	"32452"	"II"	"3"	"100"
"49445"	"39022"	"I"	"3"	"100"
"49446"	"41525"	""	"3"	"100"
"49447"	"41526"	""	"3"	"100"
"49448"	"27327"	"II"	"3"	"100"
"49449"	"41527"	""	"3"	"100"
"49450"	"28499"	"1"	"3"	"100"
"49451"	"41528"	""	"3"	"100"
"49452"	"41529"	"I"	"3"	"100"
"49453"	"41529"	"II"	"3"	"100"
"49454"	"41530"	""	"3"	"100"
"49455"	"41531"	""	"3"	"100"
"49456"	"27574"	"II"	"3"	"100"
"49457"	"41532"	""	"3"	"100"
"49458"	"41533"	""	"3"	"100"
"49459"	"41534"	""	"3"	"100"
"49460"	"41535"	""	"3"	"100"
"49461"	"41536"	""	"3"	"100"
"49462"	"35839"	"2"	"3"	"100"
"49463"	"31302"	"1"	"3"	"100"
"49464"	"41537"	""	"3"	"100"
"49465"	"28133"	"IV"	"3"	"100"
"49466"	"41538"	""	"3"	"100"
"49467"	"29709"	"II"	"3"	"100"
"49468"	"27220"	"I.1"	"3"	"100"
"49469"	"41539"	"b"	"3"	"100"
"49470"	"28511"	"II"	"3"	"100"
"49471"	"41539"	"a"	"3"	"100"
"49472"	"35898"	"II"	"3"	"100"
"49473"	"27711"	"II.1"	"3"	"100"
"49474"	"31558"	"II"	"3"	"100"
"49475"	"40214"	"II"	"3"	"100"
"49476"	"41540"	""	"3"	"100"
"49477"	"41541"	""	"3"	"100"
"49478"	"39610"	"I"	"3"	"100"
"49479"	"41542"	""	"3"	"100"
"49480"	"39915"	"I"	"3"	"100"
"49481"	"41543"	""	"3"	"100"
"49482"	"41544"	""	"3"	"100"
"49483"	"41545"	""	"3"	"100"
"49484"	"41546"	""	"3"	"100"
"49485"	"34498"	"I.2b"	"3"	"100"
"49486"	"34498"	"I.3"	"3"	"100"
"49487"	"41547"	"II"	"3"	"100"
"49488"	"41548"	""	"3"	"100"
"49489"	"41549"	""	"3"	"100"
"49490"	"41550"	""	"3"	"100"
"49491"	"38150"	"I.1"	"2"	"100"
"49492"	"41551"	""	"3"	"100"
"49493"	"41552"	""	"3"	"100"
"49494"	"30209"	"2"	"3"	"100"
"49495"	"41553"	""	"3"	"100"
"49496"	"29071"	"2"	"3"	"100"
"49497"	"41554"	""	"3"	"100"
"49498"	"41555"	""	"3"	"100"
"49499"	"41556"	""	"3"	"100"
"49500"	"30483"	"I"	"3"	"100"
"49501"	"41557"	""	"3"	"100"
"49502"	"30483"	"II.2"	"3"	"100"
"49503"	"41558"	""	"3"	"100"
"49504"	"41559"	""	"3"	"100"
"49505"	"30998"	"II"	"3"	"100"
"49506"	"41560"	""	"3"	"100"
"49507"	"41561"	""	"3"	"100"
"49508"	"26669"	"1"	"3"	"100"
"49509"	"41562"	"2"	"3"	"100"
"49510"	"41562"	"1"	"3"	"100"
"49511"	"41563"	""	"3"	"100"
"49512"	"37285"	"II"	"3"	"100"
"49513"	"41564"	""	"3"	"100"
"49514"	"26761"	"1"	"3"	"100"
"49515"	"41565"	""	"3"	"100"
"49516"	"41566"	""	"3"	"100"
"49517"	"28679"	"V"	"3"	"100"
"49518"	"41567"	""	"3"	"100"
"49519"	"41568"	"I"	"3"	"100"
"49520"	"41569"	""	"3"	"100"
"49521"	"30822"	"II"	"3"	"100"
"49522"	"26940"	"II"	"3"	"100"
"49523"	"41570"	""	"3"	"100"
"49524"	"27228"	"I"	"3"	"100"
"49525"	"41571"	""	"2"	"100"
"49526"	"41572"	""	"3"	"100"
"49527"	"41573"	""	"3"	"100"
"49528"	"41574"	""	"3"	"100"
"49529"	"41575"	"1"	"3"	"100"
"49530"	"26392"	"2"	"3"	"100"
"49531"	"26193"	"1"	"3"	"100"
"49532"	"41576"	"2"	"3"	"100"
"49533"	"41576"	"1"	"3"	"100"
"49534"	"41575"	"2"	"3"	"100"
"49535"	"41577"	""	"3"	"100"
"49536"	"41578"	"1"	"3"	"100"
"49537"	"41578"	"2"	"3"	"100"
"49538"	"26182"	"I.2b"	"3"	"100"
"49539"	"26291"	"I.2"	"3"	"100"
"49540"	"41579"	""	"3"	"100"
"49541"	"31970"	"1"	"3"	"100"
"49542"	"41580"	""	"3"	"100"
"49543"	"41581"	""	"3"	"100"
"49544"	"26291"	"II.3"	"3"	"100"
"49545"	"41582"	""	"3"	"100"
"49546"	"41583"	""	"3"	"100"
"49547"	"40265"	"2"	"3"	"100"
"49548"	"40297"	"2"	"3"	"100"
"49549"	"41584"	""	"3"	"100"
"49550"	"41585"	""	"3"	"100"
"49551"	"30339"	"I"	"3"	"100"
"49552"	"30339"	"II.1"	"3"	"100"
"49553"	"41586"	""	"3"	"100"
"49554"	"26540"	"I.1a"	"3"	"100"
"49555"	"30341"	"I"	"3"	"100"
"49556"	"30341"	"II.2"	"3"	"100"
"49557"	"41587"	""	"3"	"100"
"49558"	"41588"	""	"3"	"100"
"49559"	"41589"	""	"3"	"100"
"49560"	"41590"	""	"3"	"100"
"49561"	"32984"	"II"	"3"	"100"
"49562"	"33451"	"II"	"3"	"100"
"49563"	"40277"	"2"	"3"	"100"
"49564"	"41591"	""	"3"	"100"
"49565"	"41592"	""	"3"	"100"
"49566"	"31214"	"II"	"3"	"100"
"49567"	"29027"	"II"	"3"	"100"
"49568"	"27232"	"II.1"	"3"	"100"
"49569"	"41593"	""	"3"	"100"
"49570"	"41594"	""	"3"	"100"
"49571"	"41595"	""	"3"	"100"
"49572"	"29104"	"IV"	"3"	"100"
"49573"	"41596"	""	"3"	"100"
"49574"	"32398"	"II"	"3"	"100"
"49575"	"27242"	"II"	"3"	"100"
"49576"	"32412"	"I"	"3"	"100"
"49577"	"41597"	""	"3"	"100"
"49578"	"27243"	"2"	"3"	"100"
"49579"	"31955"	"I.1b"	"3"	"100"
"49580"	"41598"	""	"3"	"100"
"49581"	"41599"	""	"3"	"100"
"49582"	"38220"	"I.2"	"3"	"100"
"49583"	"41600"	""	"3"	"100"
"49584"	"41601"	""	"3"	"100"
"49585"	"36282"	"b"	"3"	"100"
"49586"	"41444"	"II"	"3"	"100"
"49587"	"41602"	""	"3"	"100"
"49588"	"41603"	""	"3"	"100"
"49589"	"28658"	"I.2"	"3"	"100"
"49590"	"41604"	""	"3"	"100"
"49591"	"41605"	""	"3"	"100"
"49592"	"41606"	""	"3"	"100"
"49593"	"41607"	""	"3"	"100"
"49594"	"41608"	""	"3"	"100"
"49595"	"41609"	"I"	"3"	"100"
"49596"	"41610"	""	"3"	"100"
"49597"	"41611"	""	"3"	"100"
"49598"	"41612"	""	"3"	"100"
"49599"	"41613"	""	"3"	"100"
"49600"	"33176"	"IV"	"3"	"100"
"49601"	"26633"	"II"	"3"	"100"
"49602"	"27801"	"II"	"3"	"100"
"49603"	"41614"	"I"	"3"	"100"
"49604"	"41614"	"II"	"3"	"100"
"49605"	"27258"	"2"	"3"	"100"
"49606"	"41615"	""	"3"	"100"
"49607"	"41616"	"I"	"3"	"100"
"49608"	"30062"	"II"	"3"	"100"
"49609"	"41616"	"II"	"3"	"100"
"49610"	"41617"	""	"3"	"100"
"49611"	"38675"	"I"	"3"	"100"
"49612"	"41618"	"1"	"3"	"100"
"49613"	"41619"	"1"	"3"	"100"
"49614"	"41619"	"2"	"3"	"100"
"49615"	"41618"	"2"	"3"	"100"
"49616"	"41620"	""	"3"	"100"
"49617"	"27296"	"b"	"3"	"100"
"49618"	"27109"	"III"	"3"	"100"
"49619"	"35642"	"II"	"3"	"100"
"49620"	"27922"	"I.2"	"3"	"100"
"49621"	"35120"	"II"	"3"	"100"
"49622"	"41621"	""	"3"	"100"
"49623"	"41622"	""	"3"	"100"
"49624"	"41623"	""	"3"	"100"
"49625"	"41624"	""	"3"	"100"
"49626"	"28828"	"I.2"	"3"	"100"
"49627"	"39334"	"I"	"3"	"100"
"49628"	"41625"	""	"3"	"100"
"49629"	"41626"	""	"3"	"100"
"49630"	"41627"	""	"3"	"100"
"49631"	"41628"	""	"3"	"100"
"49632"	"40286"	"I"	"3"	"100"
"49633"	"29072"	"1"	"2"	"100"
"49634"	"29303"	"3"	"3"	"100"
"49635"	"41629"	""	"3"	"100"
"49636"	"33683"	"II"	"3"	"100"
"49637"	"33680"	"II"	"3"	"100"
"49638"	"27922"	"II.2"	"3"	"100"
"49639"	"41630"	""	"3"	"100"
"49640"	"28947"	"II.1"	"2"	"100"
"49641"	"27305"	"I.2"	"3"	"100"
"49642"	"41631"	"I"	"3"	"100"
"49643"	"29889"	"II"	"3"	"100"
"49645"	"41632"	""	"3"	"100"
"49646"	"27530"	"III"	"3"	"100"
"49647"	"41633"	""	"3"	"100"
"49648"	"41634"	""	"3"	"100"
"49649"	"41635"	""	"3"	"100"
"49650"	"41636"	""	"3"	"100"
"49651"	"28859"	"II.1"	"3"	"100"
"49652"	"27390"	"II"	"3"	"100"
"49653"	"41637"	""	"3"	"100"
"49654"	"41638"	""	"3"	"100"
"49655"	"34113"	"3"	"3"	"100"
"49656"	"37048"	"I"	"3"	"100"
"49657"	"41639"	""	"3"	"100"
"49658"	"41640"	"I"	"3"	"100"
"49659"	"41641"	""	"3"	"100"
"49660"	"28676"	"III"	"3"	"100"
"49661"	"27270"	"II.2"	"3"	"100"
"49662"	"27130"	"I.2"	"3"	"100"
"49663"	"41642"	""	"3"	"100"
"49664"	"39547"	"I.1"	"3"	"100"
"49665"	"27223"	"I.2"	"3"	"100"
"49666"	"41643"	""	"3"	"100"
"49667"	"41644"	""	"3"	"100"
"49668"	"32497"	"III"	"3"	"100"
"49669"	"34310"	"III"	"3"	"100"
"49670"	"41645"	""	"3"	"100"
"49671"	"37416"	"b"	"3"	"100"
"49672"	"29505"	"II.1"	"3"	"100"
"49673"	"41646"	""	"3"	"100"
"49674"	"41609"	"II"	"3"	"100"
"49675"	"32195"	"II"	"3"	"100"
"49676"	"41647"	"I"	"3"	"100"
"49677"	"41647"	"II"	"3"	"100"
"49678"	"41648"	""	"3"	"100"
"49679"	"41649"	"I"	"3"	"100"
"49680"	"41649"	"II"	"3"	"100"
"49681"	"41650"	"I"	"2"	"100"
"49682"	"41650"	"II"	"2"	"100"
"49683"	"39921"	"2"	"2"	"100"
"49684"	"41651"	""	"2"	"100"
"49685"	"41652"	"I"	"2"	"100"
"49686"	"41652"	"II"	"2"	"100"
"49687"	"41653"	""	"3"	"100"
"49688"	"41654"	""	"3"	"100"
"49689"	"41655"	""	"3"	"100"
"49691"	"41657"	""	"3"	"100"
"49692"	"41658"	""	"3"	"100"
"49694"	"41660"	""	"3"	"100"
"49695"	"41661"	"2"	"3"	"100"
"49696"	"41662"	""	"3"	"100"
"49697"	"41663"	""	"3"	"100"
"49698"	"41664"	""	"3"	"100"
"49699"	"41665"	""	"3"	"100"
"49700"	"41666"	""	"3"	"100"
"49701"	"41667"	""	"3"	"100"
"49702"	"41668"	""	"3"	"100"
"49703"	"41669"	""	"3"	"100"
"49704"	"33445"	"III"	"3"	"100"
"49705"	"33445"	"II"	"3"	"100"
"49706"	"31104"	"III"	"3"	"100"
"49707"	"41670"	""	"3"	"100"
"49708"	"41671"	""	"3"	"100"
"49709"	"41672"	""	"3"	"100"
"49710"	"39746"	"II"	"3"	"100"
"49711"	"30487"	"II"	"3"	"100"
"49712"	"41673"	""	"3"	"100"
"49713"	"41674"	""	"3"	"100"
"49714"	"26678"	"I"	"3"	"100"
"49715"	"26594"	"I"	"3"	"100"
"49716"	"36721"	"I"	"3"	"100"
"49717"	"36851"	"II.1"	"3"	"100"
"49718"	"41675"	""	"3"	"100"
"49719"	"41676"	""	"3"	"100"
"49720"	"41677"	""	"3"	"100"
"49721"	"32942"	"II"	"3"	"100"
"49722"	"41678"	""	"3"	"100"
"49723"	"39698"	"II"	"3"	"100"
"49724"	"41679"	""	"3"	"100"
"49725"	"30366"	"II"	"3"	"100"
"49726"	"41680"	""	"3"	"100"
"49727"	"41681"	""	"3"	"100"
"49728"	"41682"	""	"3"	"100"
"49729"	"27653"	"IV"	"3"	"100"
"49730"	"32541"	"2"	"3"	"100"
"49731"	"41683"	"I"	"3"	"100"
"49732"	"41683"	"II"	"3"	"100"
"49733"	"41684"	""	"3"	"100"
"49734"	"26296"	"I.1a"	"2"	"100"
"49735"	"41685"	"1b"	"3"	"100"
"49736"	"41686"	"I"	"2"	"100"
"49737"	"41687"	""	"3"	"100"
"49738"	"33091"	"II"	"3"	"100"
"49739"	"41688"	""	"3"	"100"
"49740"	"41689"	""	"3"	"100"
"49741"	"38366"	"II"	"3"	"100"
"49742"	"41690"	""	"3"	"100"
"49743"	"31493"	"II"	"3"	"100"
"49744"	"41691"	"I.1"	"3"	"100"
"49745"	"41691"	"I.2"	"3"	"100"
"49746"	"41691"	"II"	"3"	"100"
"49747"	"40479"	"2"	"3"	"100"
"49748"	"41692"	""	"3"	"100"
"49749"	"38366"	"I"	"3"	"100"
"49750"	"37987"	""	"3"	"100"
"49751"	"30659"	"II"	"3"	"100"
"49752"	"41693"	""	"3"	"100"
"49753"	"38002"	"I.1"	"3"	"100"
"49754"	"41694"	""	"3"	"100"
"49755"	"41695"	"I"	"3"	"100"
"49756"	"41695"	"II"	"3"	"100"
"49757"	"41696"	""	"3"	"100"
"49758"	"27295"	"II"	"3"	"100"
"49759"	"41697"	""	"3"	"100"
"49760"	"41698"	""	"3"	"100"
"49761"	"40364"	"I"	"3"	"100"
"49762"	"28263"	"III"	"3"	"100"
"49763"	"26219"	"II"	"3"	"100"
"49764"	"41699"	""	"3"	"100"
"49765"	"41700"	""	"3"	"100"
"49766"	"41701"	""	"3"	"100"
"49767"	"41702"	""	"3"	"100"
"49768"	"40364"	"II"	"3"	"100"
"49769"	"27641"	"I.2"	"2"	"100"
"49770"	"41703"	""	"3"	"100"
"49771"	"38002"	"II"	"3"	"100"
"49772"	"41704"	"I.1"	"3"	"100"
"49773"	"41704"	"I.2"	"3"	"100"
"49774"	"41704"	"II"	"3"	"100"
"49775"	"37183"	"I"	"3"	"100"
"49776"	"27112"	"1a"	"3"	"100"
"49777"	"29724"	"1a"	"3"	"100"
"49778"	"41705"	""	"3"	"100"
"49779"	"27816"	"II"	"2"	"100"
"49780"	"27820"	"II.1"	"3"	"100"
"49781"	"41706"	"I"	"3"	"100"
"49782"	"29127"	"II"	"3"	"100"
"49783"	"41707"	""	"3"	"100"
"49784"	"41708"	""	"3"	"100"
"49785"	"41709"	""	"3"	"100"
"49786"	"32660"	"II.2"	"3"	"100"
"49787"	"29678"	"I.2"	"3"	"100"
"49788"	"41710"	"I"	"2"	"100"
"49789"	"41710"	"II.1"	"2"	"100"
"49790"	"27185"	"V"	"3"	"100"
"49791"	"32660"	"III.2a"	"3"	"100"
"49792"	"33095"	"I"	"3"	"100"
"49793"	"28212"	"2"	"3"	"100"
"49794"	"41711"	""	"3"	"100"
"49795"	"41712"	"I"	"3"	"100"
"49796"	"41712"	"II"	"3"	"100"
